age,characteristics,personality_trait,adjectives,interest
7,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Tactful', 'Diplomatic']","['Robotics kits', 'Hiking']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Supportive', 'Harmonious']","['Musical toys', 'Interactive storybooks']"
7,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Independent', 'Reserved']","['Video games', 'Hiking']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",,"['Assertive', 'Self-assured']","['Debate clubs', 'Coding']"
5,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Fit', 'Health-conscious']","['Playing with dolls or action figures', 'Animal toys']"
7,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Learned', 'Competent']","['Hiking', 'Fishing']"
11,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Harmonious', 'Supportive']","['Chess', 'Debate clubs']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Philosophical', 'Visionary']","['Collecting leaves or rocks', 'Listening to stories']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",Reality Distortion,"['Delusional', 'Paranoid']","['Public speaking', 'Advanced board games']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",Somatic Concerns,"['Sickly', 'Fatigued']","['Robotics', 'Creative writing']"
5,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Diplomatic', 'Strategic']","['Visiting the zoo', 'Dress-up games']"
5,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",Dissimulation,"['Insincere', 'Manipulative']","['Alphabet games', 'Simple musical instruments']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",Delinquency,"['Rebellious', 'Uncontrolled']","['Reading classic literature', 'Public speaking']"
5,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",Defensiveness,"['Closed-minded', 'Argumentative']","['Water play', 'Building forts']"
11,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",Inconsistency,"['Unpredictable', 'Fickle']","['Learning a new language', 'Visiting museums']"
11,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Healthy', 'Fit']","['Swimming', 'Video games']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",Reality Distortion,"['Confused', 'Delusional']","['Student government', 'Part-time jobs']"
5,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",Inconsistency,"['Unpredictable', 'Fickle']","['Dance', 'Animal toys']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",Reality Distortion,"['Confused', 'Delusional']","['Playing pretend', 'Dress-up games']"
5,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",Inconsistency,"['Unpredictable', 'Fickle']","['Simple musical instruments', 'Counting games']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Courageous', 'Energetic']","['Dress-up games', 'Basic sports like soccer']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",Reality Distortion,"['Paranoid', 'Delusional']","['Simple puzzles', 'Playing with dolls or action figures']"
