term,usage_examples,category,text,g1,g2
the dirty joke...,"The moderation review flagged ""the dirty joke..."" as offensive or taboo language in context.",other,A user kept repeating the dirty joke... in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
the dirty joke...,"The moderation review flagged ""the dirty joke..."" as offensive or taboo language in context.",other,The caption used the dirty joke... as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
the dirty joke...,"The moderation review flagged ""the dirty joke..."" as offensive or taboo language in context.",other,People were sharing the dirty joke... as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
gross-out...,"The moderation review flagged ""gross-out..."" as offensive or taboo language in context.",other,Someone used the phrase gross-out... in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
gross-out...,"The moderation review flagged ""gross-out..."" as offensive or taboo language in context.",other,The post included gross-out... to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
gross-out...,"The moderation review flagged ""gross-out..."" as offensive or taboo language in context.",other,A user kept repeating gross-out... in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
gross-out...,"The moderation review flagged ""gross-out..."" as offensive or taboo language in context.",other,The caption used gross-out... as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
gross-out...,"The moderation review flagged ""gross-out..."" as offensive or taboo language in context.",other,People were sharing gross-out... as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
shock phrase!!,"The moderation review flagged ""shock phrase!!"" as offensive or taboo language in context.",other,Someone used the phrase shock phrase!! in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
shock phrase!!,"The moderation review flagged ""shock phrase!!"" as offensive or taboo language in context.",other,The post included shock phrase!! to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
shock phrase!!,"The moderation review flagged ""shock phrase!!"" as offensive or taboo language in context.",other,A user kept repeating shock phrase!! in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
shock phrase!!,"The moderation review flagged ""shock phrase!!"" as offensive or taboo language in context.",other,The caption used shock phrase!! as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
shock phrase!!,"The moderation review flagged ""shock phrase!!"" as offensive or taboo language in context.",other,People were sharing shock phrase!! as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
total taboo phrase!!,"The moderation review flagged ""total taboo phrase!!"" as offensive or taboo language in context.",other,Someone used the phrase total taboo phrase!! in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
total taboo phrase!!,"The moderation review flagged ""total taboo phrase!!"" as offensive or taboo language in context.",other,The post included total taboo phrase!! to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
total taboo phrase!!,"The moderation review flagged ""total taboo phrase!!"" as offensive or taboo language in context.",other,A user kept repeating total taboo phrase!! in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
total taboo phrase!!,"The moderation review flagged ""total taboo phrase!!"" as offensive or taboo language in context.",other,The caption used total taboo phrase!! as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
total taboo phrase!!,"The moderation review flagged ""total taboo phrase!!"" as offensive or taboo language in context.",other,People were sharing total taboo phrase!! as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
the edgelord term!!,"The moderation review flagged ""the edgelord term!!"" as offensive or taboo language in context.",other,Someone used the phrase the edgelord term!! in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
the edgelord term!!,"The moderation review flagged ""the edgelord term!!"" as offensive or taboo language in context.",other,The post included the edgelord term!! to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
the edgelord term!!,"The moderation review flagged ""the edgelord term!!"" as offensive or taboo language in context.",other,A user kept repeating the edgelord term!! in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
the edgelord term!!,"The moderation review flagged ""the edgelord term!!"" as offensive or taboo language in context.",other,The caption used the edgelord term!! as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
the edgelord term!!,"The moderation review flagged ""the edgelord term!!"" as offensive or taboo language in context.",other,People were sharing the edgelord term!! as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
absolute chink...,"The moderation review flagged ""absolute chink..."" as hateful language directed at a protected group.",slur: ethnicity/race,A player called another kid absolute chink... during the match because of their background.,GENERIC,['HATE_GROUP']
absolute chink...,"The moderation review flagged ""absolute chink..."" as hateful language directed at a protected group.",slur: ethnicity/race,Someone wrote absolute chink... in the comments to insult a whole group of people.,TECHNOLOGY,['HATE_GROUP']
absolute chink...,"The moderation review flagged ""absolute chink..."" as hateful language directed at a protected group.",slur: ethnicity/race,The chat log showed a person saying absolute chink... as a racial slur.,TECHNOLOGY,['HATE_GROUP']
absolute chink...,"The moderation review flagged ""absolute chink..."" as hateful language directed at a protected group.",slur: ethnicity/race,A post used absolute chink... to target people from a specific ethnicity.,TECHNOLOGY,['HATE_GROUP']
absolute chink...,"The moderation review flagged ""absolute chink..."" as hateful language directed at a protected group.",slur: ethnicity/race,He repeated absolute chink... at school to mock another child's race.,GENERIC,['HATE_GROUP']
absolute coon!,"The moderation review flagged ""absolute coon!"" as hateful language directed at a protected group.",slur: ethnicity/race,A player called another kid absolute coon! during the match because of their background.,GENERIC,['HATE_GROUP']
absolute coon!,"The moderation review flagged ""absolute coon!"" as hateful language directed at a protected group.",slur: ethnicity/race,Someone wrote absolute coon! in the comments to insult a whole group of people.,TECHNOLOGY,['HATE_GROUP']
absolute coon!,"The moderation review flagged ""absolute coon!"" as hateful language directed at a protected group.",slur: ethnicity/race,The chat log showed a person saying absolute coon! as a racial slur.,TECHNOLOGY,['HATE_GROUP']
absolute coon!,"The moderation review flagged ""absolute coon!"" as hateful language directed at a protected group.",slur: ethnicity/race,A post used absolute coon! to target people from a specific ethnicity.,TECHNOLOGY,['HATE_GROUP']
absolute coon!,"The moderation review flagged ""absolute coon!"" as hateful language directed at a protected group.",slur: ethnicity/race,He repeated absolute coon! at school to mock another child's race.,GENERIC,['HATE_GROUP']
cracker!,"The moderation review flagged ""cracker!"" as hateful language directed at a protected group.",slur: ethnicity/race,A player called another kid cracker! during the match because of their background.,GENERIC,['HATE_GROUP']
cracker!,"The moderation review flagged ""cracker!"" as hateful language directed at a protected group.",slur: ethnicity/race,Someone wrote cracker! in the comments to insult a whole group of people.,TECHNOLOGY,['HATE_GROUP']
cracker!,"The moderation review flagged ""cracker!"" as hateful language directed at a protected group.",slur: ethnicity/race,The chat log showed a person saying cracker! as a racial slur.,TECHNOLOGY,['HATE_GROUP']
cracker!,"The moderation review flagged ""cracker!"" as hateful language directed at a protected group.",slur: ethnicity/race,A post used cracker! to target people from a specific ethnicity.,TECHNOLOGY,['HATE_GROUP']
cracker!,"The moderation review flagged ""cracker!"" as hateful language directed at a protected group.",slur: ethnicity/race,He repeated cracker! at school to mock another child's race.,GENERIC,['HATE_GROUP']
the gook...,"The moderation review flagged ""the gook..."" as hateful language directed at a protected group.",slur: ethnicity/race,A player called another kid the gook... during the match because of their background.,GENERIC,['HATE_GROUP']
the gook...,"The moderation review flagged ""the gook..."" as hateful language directed at a protected group.",slur: ethnicity/race,Someone wrote the gook... in the comments to insult a whole group of people.,TECHNOLOGY,['HATE_GROUP']
the gook...,"The moderation review flagged ""the gook..."" as hateful language directed at a protected group.",slur: ethnicity/race,The chat log showed a person saying the gook... as a racial slur.,TECHNOLOGY,['HATE_GROUP']
the gook...,"The moderation review flagged ""the gook..."" as hateful language directed at a protected group.",slur: ethnicity/race,A post used the gook... to target people from a specific ethnicity.,TECHNOLOGY,['HATE_GROUP']
the gook...,"The moderation review flagged ""the gook..."" as hateful language directed at a protected group.",slur: ethnicity/race,He repeated the gook... at school to mock another child's race.,GENERIC,['HATE_GROUP']
the kike,"The moderation review flagged ""the kike"" as hateful language directed at a protected group.",slur: ethnicity/race,A player called another kid the kike during the match because of their background.,GENERIC,['HATE_GROUP']
the kike,"The moderation review flagged ""the kike"" as hateful language directed at a protected group.",slur: ethnicity/race,Someone wrote the kike in the comments to insult a whole group of people.,TECHNOLOGY,['HATE_GROUP']
the kike,"The moderation review flagged ""the kike"" as hateful language directed at a protected group.",slur: ethnicity/race,The chat log showed a person saying the kike as a racial slur.,TECHNOLOGY,['HATE_GROUP']
the kike,"The moderation review flagged ""the kike"" as hateful language directed at a protected group.",slur: ethnicity/race,A post used the kike to target people from a specific ethnicity.,TECHNOLOGY,['HATE_GROUP']
the kike,"The moderation review flagged ""the kike"" as hateful language directed at a protected group.",slur: ethnicity/race,He repeated the kike at school to mock another child's race.,GENERIC,['HATE_GROUP']
that nigga!!,"The moderation review flagged ""that nigga!!"" as hateful language directed at a protected group.",slur: ethnicity/race,A player called another kid that nigga!! during the match because of their background.,GENERIC,['HATE_GROUP']
