row_id,focus_term,slang_terms_used,input_text,usage_type,child_safe_meaning,suggested_g2,suggested_flags,safety_note,source_url_or_note
286,mewing,mewing streak,"My online friend keeps saying ""mewing streak"" at me and laughing. How should I handle it? Can you give a safer word?",possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
287,mewing,mewing,Should I copy the mewing pose if everyone does it at lunch? Explain without making it weird.,social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
288,mewing,mewing streak,"I feel out of place because I do not understand ""mewing streak"". What does it mean? Can you make it normal English?",emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
289,mewing,mewing in class,"Someone in my group keeps saying ""mewing in class"" at me and laughing. How should I handle it? Can you make it normal English?",possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
290,mewing,mewing,What does mewing mean when a girl from class points to their jaw in class? I heard it today.,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
291,mewing,mewing,Kids at school keeps saying my face needs mewing and it hurts my feelings. Explain without making it weird.,possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
292,mewing,mewing,Is mewing advice real or just a trend kids joke about? Is it a compliment or insult?,context_check,jawline pose/trend; often used as a joke for not talking,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
293,mewing,mewing in class,"Why did my online friend type ""mewing in class"" in group chat? Is there a nicer way to say it?",meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
294,mewing,sigma mewing,"Kids at school keeps saying ""sigma mewing"" at me and laughing. How should I handle it? Is it a compliment or insult?",possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
295,mewing,mewing,Should I copy the mewing pose if everyone does it on Roblox? What should I say back?,social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
296,mewing,mewing,Make a clean meme caption about mewing during homework. Can you make it normal English?,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
297,mewing,mewing,Write a school-safe sentence using mewing without body-shaming anyone. Can you make it normal English?,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
298,mewing,mewing,Write a school-safe sentence using mewing without body-shaming anyone. Can you give a safer word?,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
299,mewing,mewing,Should I copy the mewing pose if everyone does it at lunch? I want to understand the joke.,social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
300,mewing,mewing,My cousin keeps saying my face needs mewing and it hurts my feelings. Can you give a safer word?,possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
301,mewing,sigma mewing,"Should I use ""sigma mewing"" in group chat or is it too cringe? What should I say back?",social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
302,mewing,mewing,Make a clean meme caption about mewing during homework. Should I ignore it?,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
303,mewing,mewing,Make a clean meme caption about mewing during homework. I do not want to sound mean.,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
304,mewing,mewing in class,"Make a clean caption with ""mewing in class"" about my game skin. Can you make it normal English?",creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
305,mewing,mewing,Should I copy the mewing pose if everyone does it on Discord? Please explain simply.,social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
306,mewing,sigma mewing,"Is ""sigma mewing"" okay to say around my cousin? Can you make it normal English?",school_boundary,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
307,mewing,mewing,Should I copy the mewing pose if everyone does it during art class?,social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
308,mewing,mewing,A junior kid keeps saying my face needs mewing and it hurts my feelings. Does it mean something bad?,possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
309,mewing,mewing,My gaming friend keeps saying my face needs mewing and it hurts my feelings. Why do kids say this?,possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
310,mewing,mewing,People laugh because I do not understand mewing. Can you explain it simply? I heard it today.,emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
311,mewing,mewing,My bestie said they are mewing and cannot answer. Is that a joke? I do not want to sound mean.,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
312,mewing,mewing,Is mewing rude if someone does it instead of replying to my friend? My parent asked what it means.,school_boundary,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
313,mewing,mewing,My squad said they are mewing and cannot answer. Is that a joke? How do I answer politely?,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
314,mewing,mewing,Should I copy the mewing pose if everyone does it in a meme? I am not sure if it is rude.,social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
315,mewing,sigma mewing,"Should I use ""sigma mewing"" in group chat or is it too cringe? Can you give a safer word?",social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
316,mewing,mewing,Should I copy the mewing pose if everyone does it on the bus? What should I say back?,social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
317,mewing,mewing,Make a clean meme caption about mewing during homework. Is it a compliment or insult?,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
318,mewing,mewing,Should I copy the mewing pose if everyone does it after school? Make it kid-safe.,social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
319,mewing,mewing,"Put ""I am mewing rn"" into normal English for my parent. How do I answer politely?",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
