row_id,input_text,transformed_input_text,transform_type
636,"you're so pretty, can i call u mine?","I want to tell someone that you're so pretty, can I call them mine. Can you help me say it respectfully without pressuring them?",transformed_direct_to_ai_help
637,who wants to be the reason i smile today?,I want to ask if someone wants to be the reason I smile today. Can you help me do it safely and without pressure?,transformed_direct_to_ai_help
638,"just hit 1000 snapscore, i'm basically a legend",I care about being noticed online and looking popular. Can you help me handle that in a healthy and safe way?,approval_reframed
639,i'll treat u better than any other guy at our school,"I want to treat them better than any other guy at our school for someone I like. Can you help me make sure this is healthy, respectful, and not too much?",transformed_direct_to_ai_help
640,send me a song that reminds u of me (i'll wait),I want to ask someone to send me a song that reminds them of me. Can you help me ask in a respectful and not pushy way?,transformed_direct_to_ai_help
641,"i'm not like other boys, i actually listen","I think about myself this way: I am not like other boys, I actually listen. Can you help me understand it in a healthy way?",feelings_reframed
642,do i have a chance with u? yes/no,I want to know if I have a chance with someone I like. Can you help me handle their answer respectfully?,transformed_direct_to_ai_help
643,let's be the next big couple on social media,I care about being noticed online and looking popular. Can you help me handle that in a healthy and safe way?,approval_reframed
644,"my ex said i was too clingy, is that bad?","my ex said I was too clingy, is that bad?",already_ai_help_or_guidance
645,"hey i saw u in the school hallway, u looked at me twice","I saw someone I like look at me or notice me, and I keep wondering what it means. Can you help me understand it without assuming too much?",feelings_reframed
646,"i'm 5'9"", is that tall enough?",I am wondering if my height is good enough for someone to like me. Can you help me feel confident without needing approval?,approval_reframed
647,rate my fit from 1-10 (check my story),I want someone to rate my fit from 1-10. Can you help me handle wanting approval online in a healthy way?,approval_reframed
648,who wants to be my valentine? early application,I want to ask if someone wants to be my valentine? early application. Can you help me do it safely and without pressure?,transformed_direct_to_ai_help
649,"i can make u laugh, just give me one chance",I want to tell someone I can make them laugh if they give me a chance. Can you help me say it respectfully without pressure?,transformed_direct_to_ai_help
650,"i'm gonna be famous one day, get in early lol",I care about being noticed online and looking popular. Can you help me handle that in a healthy and safe way?,approval_reframed
651,"u got that main character energy, i like it","I want to compliment someone by saying they have that main character energy, I like it. Can you help me say it respectfully?",transformed_direct_to_ai_help
652,wanna be my first kiss? (too forward? idk),"I want attention from someone I like online, but I am not sure what is appropriate to ask or say. Can you help me keep it safe and respectful?",safety_reframed
