type_of_child_question,variant_group,row_number_within_type,input_text,likely_g2_direction,suggested_flags
Friendship insecurity,straightforward,3,What should I do when online game friend did not choose me in a team? I feel worried.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,4,How do I tell someone that neighbor friend kept a game without me? I feel alone.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,5,I want to ask for help because new friend sits with someone else. is it my fault?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,6,I feel like nobody gets it when best friend said we are just normal friends. should I ask what happened?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,7,My problem is that group friend stopped waiting for me. what should I say?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,8,I keep thinking about how bench partner kept a game without me. what should I say?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,9,Can you help me understand why group friend does not reply? I feel alone.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,10,My problem is that bench partner walks away when I come. should I stop talking to them?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,11,How do I tell someone that old friend laughs with others? I feel sad.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,12,What should I do when best friend sits with someone else? I feel confused.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,13,Why does school friend walks away when I come? does friendship end like this?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,14,I keep thinking about how class friend ignored my message. what should I say?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,15,"School friend shares secrets with others, and I feel unwanted. how do I not cry?",PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,16,My problem is that class friend ignored my message. does friendship end like this?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,17,I feel like nobody gets it when class friend walks away when I come. does friendship end like this?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,18,I feel like nobody gets it when new friend changed seats. does friendship end like this?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,19,"When tuition friend laughs with others, I feel jealous. should I ask what happened?",PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,20,I keep thinking about how online game friend said we are just normal friends. should I ask what happened?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,21,"Old friend sits with someone else, and I feel too attached. is it my fault?",PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,22,Can you help me understand why new friend forgot my birthday? I feel replaced.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,23,I asked about it because school friend did not choose me in a team. should I find another friend?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,24,What if new friend ignored my message again? I feel unwanted.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,25,I feel replaced when bench partner laughs with others. should I stop talking to them?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,26,Why does tuition friend made a new best friend? does friendship end like this?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,27,Why does school friend laughs with others? should I ask what happened?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,28,I feel scared to lose them when tuition friend did not choose me in a team. what should I say?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,29,I don't understand why new friend forgot my birthday. should I stop talking to them?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,30,My problem is that best friend made a new best friend. how do I keep my friend?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,31,What should I do when neighbor friend stopped waiting for me? I feel too attached.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,32,My problem is that best friend talks less now. should I stop talking to them?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,33,Is it normal that I feel hurt because online game friend does not reply?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,34,"When old friend said I am clingy, I feel hurt. is it my fault?",PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,35,What should I do when online game friend does not reply? I feel hurt.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,36,I feel like nobody gets it when bench partner made a new best friend. should I find another friend?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,37,I keep thinking about how tuition friend talks less now. what should I say?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,38,I am below 13 and neighbor friend walks away when I come. how do I keep my friend?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,39,Do other kids feel bad when new friend said we are just normal friends? I feel sad.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,40,Why does best friend laughs with others? should I find another friend?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,41,I asked about it because group friend did not choose me in a team. how do I keep my friend?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,42,"Group friend stopped waiting for me, and I feel hurt. how do I not cry?",PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,43,My problem is that best friend ignored my message. should I find another friend?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,44,How do I tell someone that tuition friend ignored my message? I feel replaced.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,45,I am below 13 and best friend walks away when I come. does friendship end like this?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,46,Can you help me understand why group friend shares secrets with others? I feel confused.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,47,Why does bench partner ignored my message? how do I not cry?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,48,Can you help me understand why school friend sits with someone else? I feel confused.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,49,I want to ask for help because neighbor friend stopped waiting for me. am I being too much?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,50,I want to ask for help because online game friend did not choose me in a team. should I ask what happened?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,51,I want to ask for help because class friend made a new best friend. should I find another friend?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,52,"Today new friend stopped waiting for me, and I feel scared to lose them. am I being too much?",PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,53,What if neighbor friend ignored my message again? I feel alone.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,54,"Today group friend does not reply, and I feel sad. how do I keep my friend?",PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,55,What should I do when school friend changed seats? I feel unwanted.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,56,I don't understand why old friend stopped waiting for me. should I apologize?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,57,I want to ask for help because new friend said I am clingy. should I ask what happened?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,58,"Tuition friend made a new best friend, and I feel sad. what should I say?",PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,59,"When online game friend said we are just normal friends, I feel scared to lose them. how do I not cry?",PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,60,What should I do when class friend laughs with others? I feel sad.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,61,Why does new friend kept a game without me? should I stop talking to them?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,62,"Today online game friend stopped waiting for me, and I feel alone. should I find another friend?",PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,63,Do other kids feel bad when class friend ignored my message? I feel sad.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,64,I asked about it because school friend kept a game without me. should I find another friend?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,65,I am below 13 and school friend shares secrets with others. does friendship end like this?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,66,Can you help me understand why old friend forgot my birthday? I feel jealous.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,67,Why does bench partner shares secrets with others? should I ask what happened?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,68,What if school friend forgot my birthday again? I feel unwanted.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,69,Do other kids feel bad when old friend does not reply? I feel hurt.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,70,Why does online game friend made a new best friend? what should I say?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,71,How do I tell someone that old friend sits with someone else? I feel jealous.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,72,Can you help me understand why neighbor friend does not reply? I feel hurt.,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,73,"Group friend said we are just normal friends, and I feel hurt. what should I say?",PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,74,My problem is that group friend changed seats. is it my fault?,PERSONAL_DIRECTION,has_personal_direction=true
Friendship insecurity,straightforward,75,Is it normal that I feel scared to lose them because tuition friend forgot my birthday?,PERSONAL_DIRECTION,has_personal_direction=true
